ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD)
31805,106-HT-T30,FPQ-14895,SCMS-260970,ASN-31105,Haiti,PMO - US,Direct Drop,EXW,Ocean,9/24/14,11/14/14,25-May-15,25-May-15,26-May-15,ARV,Adult,CIPLA LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,43309,140321.16,3.24,0.11,"Cipla, Goa, India",Yes,5000,6914.44,144.25
31829,202-GT-T30,FPQ-6977,SCMS-96440,ASN-10408,Guatemala,PMO - US,Direct Drop,EXW,Air,1/3/11,1/7/11,17-Apr-11,17-Apr-11,17-Apr-11,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,"Zidovudine 10mg/ml [Retrovir], solution for IV infusion injection, Vial 5 x 20 ml",Zidovudine,Retrovir,10mg/ml,Injection,5,75,5265,70.2,14.04,GSK Barnard Castle UK,Yes,29,209.37,8.69
31847,116-ZA-T30,FPQ-15950,SCMS-277982,ASN-32412,South Africa,PMO - US,Direct Drop,DDP,Truck,2/20/15,5/27/15,27-May-15,27-May-15,27-May-15,ARV,Pediatric,PHARMACY DIRECT,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,80mg/ml,Oral solution,90,1,4.97,4.97,0.06,ABBVIE (Abbott) France,Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.01
31859,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27979,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,24,632.85,26.37,0.29,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.78
31861,108-VN-T30,FPQ-7898,SCMS-113640,ASN-12786,Vietnam,PMO - US,Direct Drop,EXW,Air,6/27/11,7/7/11,23-Nov-11,23-Nov-11,23-Nov-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,292,4231.08,14.49,0.24,Mylan (formerly Matrix) Nashik,Yes,30,4525.05,6.98
31892,117-ET-T30,FPQ-4752,SCMS-61150,ASN-5843,Ethiopia,PMO - US,Direct Drop,EXW,Air,12/23/09,12/29/09,22-Jan-10,22-Jan-10,22-Jan-10,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,39939,134594.43,3.37,0.06,"Strides, Bangalore, India.",Yes,2038,11789.31,290.19
31909,108-VN-T30,FPQ-13034,SCMS-210150,ASN-24571,Vietnam,PMO - US,Direct Drop,EXW,Air,10/4/13,10/10/13,22-Apr-14,22-Apr-14,22-Apr-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,21252,223146,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,2982,8036.88,276.03
31912,114-UG-T30,FPQ-13816,SCMS-231320,ASN-26091,Uganda,PMO - US,Direct Drop,EXW,Air,2/27/14,3/20/14,14-Jun-14,14-Jun-14,14-Jun-14,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,N/A,Test kit,30,5424,149702.4,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,606,3790.99,153.89
31917,103-ZW-T30,FPQ-13969,SCMS-239230,ASN-27927,Zimbabwe,PMO - US,Direct Drop,CIP,Air,4/8/14,5/16/14,4-Sep-14,4-Sep-14,28-Oct-14,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,164950,593820,3.6,0.06,Mylan (formerly Matrix) Nashik,Yes,9210,7510,610.45
31936,104-CI-T30,FPQ-6897,SCMS-101000,ASN-10407,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,1/5/11,3/24/11,30-Jun-11,30-Jun-11,30-Jun-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4809,162063.3,33.7,0.28,ABBVIE Ludwigshafen Germany,Yes,1196,17068.84,267.4
31941,108-VN-T30,FPQ-12051,SCMS-190500,ASN-21652,Vietnam,PMO - US,Direct Drop,EXW,Air,5/3/13,5/21/13,24-Sep-13,24-Sep-13,24-Sep-13,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,27186,88082.64,3.24,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,2321,3353.3,108.96
31963,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,2,30.85,15.42,0.51,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.04
32026,151-NG-T30,FPQ-7218,SCMS-105110,ASN-10989,Nigeria,PMO - US,Direct Drop,FCA,Air,2/28/11,4/4/11,14-Jun-11,14-Jun-11,14-Jun-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,448,3068.8,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,68,1123.14,5.06
32029,113-ZW-T30,FPQ-13939,SCMS-240570,ASN-27586,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,4/1/14,5/27/14,17-Sep-14,17-Sep-14,19-Sep-14,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,42192,194927.04,4.62,0.15,Hetero Unit III Hyderabad IN,Yes,4584,25682.65,200.38
32059,101-CD-T30,FPQ-14100,SCMS-239410,ASN-26738,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,4/23/14,5/20/14,5-Sep-14,5-Sep-14,16-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,30,960,32,1.6,"Trinity Biotech, Plc",No,See ASN-26738 (ID#:15115),See ASN-26738 (ID#:15115),0.99
32064,104-CI-T30,FPQ-6183,SCMS-83692,ASN-11129,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,8/10/10,9/10/10,1-Jul-11,1-Jul-11,1-Jul-11,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,6100,307440,50.4,1.68,"MSD, Haarlem, NL",Yes,928,2093.32,662.84
32077,101-CD-T30,FPQ-13555,SCMS-234260,ASN-26439,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/19/14,5/5/14,26-Aug-14,26-Aug-14,16-Sep-14,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,367,734,2,0.01,"Aurobindo Unit III, India",Yes,161,2038.97,0.75
32094,108-VN-T30,FPQ-4720,SCMS-62470,ASN-6341,Vietnam,PMO - US,Direct Drop,EXW,Air,1/4/09,1/12/10,1-Apr-10,1-Apr-10,1-Apr-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,23520,105604.8,4.49,0.15,Mylan (formerly Matrix) Nashik,No,See ASN-6341 (ID#:29298),See ASN-6341 (ID#:29298),227.68
32111,117-ET-T30,FPQ-9210,SCMS-134750,ASN-14234,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/18/12,1/23/12,27-Mar-12,27-Mar-12,27-Mar-12,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,121,3509,29,1.45,Chembio Diagnostics Sys. Inc.,Yes,42,354.59,4.92
32135,107-RW-T30,FPQ-15065,SCMS-263330,ASN-30487,Rwanda,PMO - US,Direct Drop,EXW,Air,10/15/14,12/18/14,18-Feb-15,18-Feb-15,19-Feb-15,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,4050,99225,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,2700,35593.04,102
32150,108-VN-T30,FPQ-15823,SCMS-277270,ASN-33526,Vietnam,PMO - US,Direct Drop,FCA,Air,2/13/15,3/4/15,14-Sep-15,14-Sep-15,14-Sep-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,300,18240,60.8,0.51,ABBVIE Ludwigshafen Germany,Yes,Weight Captured Separately,Invoiced Separately,21.47
32189,108-VN-T30,FPQ-15692,SCMS-274390,ASN-32268,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,10-Jul-15,7-Jul-15,7-Jul-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,17760,177600,10,0.33,Hetero Unit III Hyderabad IN,Yes,2523,4784.19,209.04
32193,117-ET-T30,FPQ-13200,SCMS-213980,ASN-23661,Ethiopia,PMO - US,Direct Drop,EXW,Air,10/25/13,11/6/13,14-Jan-14,14-Jan-14,15-Jan-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,11,352,32,1.6,"Trinity Biotech, Plc",Yes,4,526.44,0.36
32279,116-ZA-T30,FPQ-3560,SCMS-49641,ASN-5157,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/09,7/21/09,12-Aug-09,12-Aug-09,12-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,110,3051.72,27.74,0.92,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,5.98
32306,108-VN-T30,FPQ-15040,SCMS-263660,ASN-30941,Vietnam,PMO - US,Direct Drop,EXW,Air,10/30/14,12/8/14,31-Mar-15,31-Mar-15,1-Apr-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2800,9800,3.5,0.12,Hetero Unit III Hyderabad IN,Yes,953,1593.67,10.07
32313,107-RW-T30,FPQ-6185,SCMS-84400,ASN-10663,Rwanda,PMO - US,Direct Drop,CIP,Air,9/3/10,9/27/10,25-Apr-11,25-Apr-11,25-Apr-11,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,595,12048.75,20.25,0.68,"Aurobindo Unit III, India",Yes,87,255,25.98
32316,102-SD-T30,FPQ-8264,SCMS-121842,ASN-12830,Sudan,PMO - US,Direct Drop,EXW,Air,9/7/11,9/14/11,6-Jan-12,6-Jan-12,6-Jan-12,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,N/A,Test kit - Ancillary,100,2,16,8,0.08,"Alere Medical Co., Ltd.",Yes,2,885.49,0.03
32344,100-DO-T30,FPQ-6126,SCMS-83590,ASN-8401,Dominican Republic,PMO - US,Direct Drop,EXW,Truck,8/19/10,9/2/10,22-Oct-10,22-Oct-10,22-Oct-10,ARV,Adult,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)","Ritonavir 100mg [Norvir], capsules, cool, 2 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,168,346,49824,144,0.86,ABBVIE (Abbott) St. P'burg USA,Yes,268,666.66,107.42
32358,161-ZA-T30,FPQ-5303,SCMS-69030,ASN-7804,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,20-Sep-10,20-Sep-10,20-Sep-10,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,29402,218456.86,7.43,0.12,"Aurobindo Unit III, India",Yes,1577,1697.9,470.99
32359,102-SD-T30,FPQ-6991,SCMS-100300,ASN-10450,Sudan,PMO - US,Direct Drop,EXW,Air,2/5/11,3/2/11,29-Apr-11,29-Apr-11,29-Apr-11,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,17,340,20,0.8,"Standard Diagnostics, Korea",Yes,244,2701.16,0.56
32362,106-HT-T30,FPQ-6489,SCMS-90450,ASN-10409,Haiti,PMO - US,Direct Drop,CIP,Air,10/20/10,11/4/10,16-Apr-11,16-Apr-11,16-Apr-11,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,525,8904,16.96,0.09,"MSD, Haarlem, NL",Yes,159,290,19.2
32372,114-UG-T30,FPQ-11153,SCMS-171900,ASN-18877,Uganda,PMO - US,Direct Drop,FCA,Air,12/13/12,1/11/13,9-Apr-13,9-Apr-13,9-Apr-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,6390,37956.6,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,733,6255.87,46.95
32398,116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/13/13,7-Feb-14,7-Feb-14,7-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,306,6369.4,20.82,0.69,Hetero Unit III Hyderabad IN,Yes,Weight Captured Separately,Freight Included in Commodity Cost,7.88
32402,901-GH-T30,FPQ-14101,SCMS-245400,ASN-29128,Ghana,PMO - US,Direct Drop,EXW,Air,4/30/14,7/8/14,24-Dec-14,24-Dec-14,2-Jan-15,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,1905,2724.15,1.43,0.01,"Aurobindo Unit III, India",Yes,786,4304.34,2.8
32405,161-ZA-T30,FPQ-7175,SCMS-103850,ASN-10872,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/28/11,14-Jul-11,14-Jul-11,14-Jul-11,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,113000,731110,6.47,0.22,"Cipla, Goa, India",Yes,7569,11986.59,1206.33
32422,108-VN-T30,FPQ-13034,SCMS-210120,ASN-24569,Vietnam,PMO - US,Direct Drop,EXW,Air,10/4/13,10/10/13,21-Apr-14,21-Apr-14,22-Apr-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,24556,257838,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,3443,6323.76,318.95
32435,103-MW-T30,FPQ-10790,SCMS-163900,ASN-19497,Malawi,PMO - US,Direct Drop,EXW,Ocean,10/17/12,10/31/12,24-Jul-13,24-Jul-13,24-Jul-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,190000,2183100,11.49,0.38,Mylan (formerly Matrix) Nashik,Yes,21463,36695.74,2700.49
32438,111-MZ-T30,FPQ-13774,SCMS-229670,ASN-25566,Mozambique,PMO - US,Direct Drop,EXW,Air,2/21/14,2/28/14,2-May-14,2-May-14,2-May-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Kit without Lancets, Buffer or Caplillary Tubes, 100 Tests","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests",Determine,N/A,Test kit,100,229,16522.35,72.15,0.72,"Alere Medical Co., Ltd.",Yes,43,Freight Included in Commodity Cost,16.98
32471,109-TZ-T30,FPQ-3782,SCMS-47770,ASN-5364,Tanzania,PMO - US,Direct Drop,CIP,Air,6/11/09,6/29/09,27-Nov-09,27-Nov-09,27-Nov-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,15619,369701.73,23.67,0.79,"BMS Meymac, France",No,See ASN-5364 (ID#:16097),See ASN-5364 (ID#:16097),724.62
32496,108-VN-T30,FPQ-12539,SCMS-199810,ASN-23000,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/13,8/2/13,23-Dec-13,23-Dec-13,23-Dec-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,4848,31463.52,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,415,1009.6,38.92
32499,161-ZA-T30,FPQ-7175,SCMS-103470,ASN-11200,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/24/11,2-Sep-11,2-Sep-11,2-Sep-11,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,50000,122000,2.44,0.08,"Aurobindo Unit III, India",Yes,2953,6409.91,201.3
32505,114-UG-T30,FPQ-11141,SCMS-173410,ASN-19088,Uganda,PMO - US,Direct Drop,FCA,Air,12/13/12,2/4/13,30-Apr-13,30-Apr-13,30-Apr-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2880,17107.2,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,335,3446.07,21.16
32508,116-ZA-T30,FPQ-14942,SCMS-259073,ASN-30671,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,2/12/15,12-Feb-15,12-Feb-15,12-Feb-15,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,9,19.55,2.17,0.07,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.02
32521,200-DO-T30,FPQ-6615,SCMS-93361,ASN-10226,Dominican Republic,PMO - US,Direct Drop,EXW,Air,11/10/10,12/1/10,4-Apr-11,4-Apr-11,4-Apr-11,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,2508,87780,35,0.29,"Aurobindo Unit III, India",Yes,645,5002.73,144.84
32540,102-GY-T30,FPQ-6983,SCMS-97160,ASN-10064,Guyana,PMO - US,Direct Drop,EXW,Air,1/5/11,2/2/11,12-Apr-11,12-Apr-11,12-Apr-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,418,41800,100,1,Inverness Japan,Yes,205,6455.37,68.97
32543,161-ZA-T30,FPQ-7175,SCMS-123580,ASN-12824,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,9/30/11,22-Dec-11,22-Dec-11,22-Dec-11,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,128887,549058.62,4.26,0.14,"Aurobindo Unit III, India",Yes,10956,16429.12,905.95
32548,102-CD-T30,FPQ-9645,SCMS-145490,ASN-15869,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,4/24/12,5/7/12,17-Dec-12,17-Dec-12,17-Dec-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, DoubleCheck Gold Kit, 20 Tests","HIV 1/2, DoubleCheck Gold Kit",DoubleCheck,N/A,Test kit,20,400,14608,36.52,1.83,"Alere Medical Co., Ltd.",Yes,96,1906.7,20.48
32559,106-HT-T30,FPQ-11304,SCMS-176450,ASN-19219,Haiti,PMO - US,Direct Drop,DAP,Truck,1/22/13,2/12/13,15-Mar-13,15-Mar-13,15-Mar-13,HRDT,HIV test,REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,25,3125,125,1.25,"Alere Medical Co., Ltd.",Yes,Weight Captured Separately,Freight Included in Commodity Cost,3.87
32594,103-CM-T30,FPQ-10128,SCMS-151600,ASN-16107,Cameroon,PMO - US,Direct Drop,EXW,Air,6/22/12,7/16/12,10-Sep-12,10-Sep-12,10-Sep-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Kit without Lancets, Buffer or Caplillary Tubes, 100 Tests","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests",Determine,N/A,Test kit,100,120,8658,72.15,0.72,"Alere Medical Co., Ltd.",Yes,22,1243.98,12.14
32729,108-VN-T30,FPQ-12539,SCMS-199700,ASN-23138,Vietnam,PMO - US,Direct Drop,FCA,Air,7/11/13,7/30/13,6-Jan-14,6-Jan-14,6-Jan-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,81,1884.06,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,6,3549.7,2.33
32738,107-RW-T30,FPQ-8742,SCMS-137530,ASN-15140,Rwanda,PMO - US,Direct Drop,EXW,Ocean,12/7/11,4/20/12,23-Aug-12,23-Aug-12,23-Aug-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,46613,605969,13,0.43,Mylan (formerly Matrix) Nashik,Yes,5245,11186.24,849.57
32742,108-VN-T30,FPQ-6818,SCMS-97850,ASN-11024,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/11,2/15/11,22-Jun-11,22-Jun-11,22-Jun-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1416,10266,7.25,0.12,Mylan (formerly Matrix) Nashik,No,See ASN-11024 (ID#:15149),See ASN-11024 (ID#:15149),16.94
32743,108-VN-T30,FPQ-13976,SCMS-235620,ASN-28217,Vietnam,PMO - US,Direct Drop,FCA,Air,4/8/14,4/30/14,22-Oct-14,22-Oct-14,22-Oct-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2000,121640,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,499,1467.82,125.05
32775,106-HT-T30,FPQ-9894,SCMS-147610,ASN-15536,Haiti,PMO - US,Direct Drop,EXW,Air,5/22/12,6/13/12,10-Aug-12,10-Aug-12,10-Aug-12,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,600,14700,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,434,4209.61,20.61
32837,161-ZA-T30,FPQ-5303,SCMS-68981,ASN-8465,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,8-Dec-10,8-Dec-10,8-Dec-10,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,24000,70080,2.92,0.05,"Aurobindo Unit III, India",Yes,2830,5159.34,151.09
